game_id,eventnum,eventmsgtype,eventmsgactiontype,period,wctimestring,pctimestring,homedescription,neutraldescription,visitordescription,score,scoremargin,person1type,player1_id,player1_name,player1_team_id,player1_team_city,player1_team_nickname,player1_team_abbreviation,person2type,player2_id,player2_name,player2_team_id,player2_team_city,player2_team_nickname,player2_team_abbreviation,person3type,player3_id,player3_name,player3_team_id,player3_team_city,player3_team_nickname,player3_team_abbreviation,video_available_flag
0021600870,7,1,1,1,8:42 PM,10:47,,,Cousins 25' 3PT Jump Shot (3 PTS) (Holiday 1 AST),7 - 3,-4,5.0,202326,DeMarcus Cousins,1610612740.0,New Orleans,Pelicans,NOP,5.0,201950,Jrue Holiday,1610612740.0,New Orleans,Pelicans,NOP,0.0,0,,,,,,1
0029900289,318,6,4,3,1:34 PM,5:09,,,Robinson OFF.Foul (P3),,,5.0,361,Clifford Robinson,1610612756.0,Phoenix,Suns,PHX,4.0,714,Michael Finley,1610612742.0,Dallas,Mavericks,DAL,0.0,0,,,,,,0
0021900933,624,4,0,4,10:18 PM,0:19,Theis REBOUND (Off:2 Def:6),,,,,4.0,1628464,Daniel Theis,1610612738.0,Boston,Celtics,BOS,0.0,0,,,,,,0.0,0,,,,,,1
0022200930,602,1,78,4,11:01 PM,7:54,,,Bassey 15' Floating Jump Shot (7 PTS) (Sochan 6 AST),88 - 82,-6,5.0,1629646,Charles Bassey,1610612759.0,San Antonio,Spurs,SAS,5.0,1631110,Jeremy Sochan,1610612759.0,San Antonio,Spurs,SAS,0.0,0,,,,,,1
0021400863,94,2,42,1,8:34 PM,0:55,MISS Brewer 3' Driving Layup,,Plumlee BLOCK (1 BLK),,,4.0,201147,Corey Brewer,1610612745.0,Houston,Rockets,HOU,0.0,0,,,,,,5.0,203486,Mason Plumlee,1610612751.0,Brooklyn,Nets,BKN,1
0029800658,171,1,2,2,3:27 PM,5:31,Payton 4' Running Jump Shot (12 PTS),,,19 - 39,20,4.0,56,Gary Payton,1610612760.0,Seattle,SuperSonics,SEA,0.0,0,,,,,,0.0,0,,,,,,0
0021500974,420,2,52,4,9:16 PM,11:45,MISS Horford  Alley Oop Dunk,,,,,4.0,201143,Al Horford,1610612737.0,Atlanta,Hawks,ATL,0.0,0,,,,,,0.0,0,,,,,,1
0029700746,556,8,0,4,1:48 PM,0:42,,,SUB: Benoit FOR Williams,,,5.0,420,Jayson Williams,1610612751.0,New Jersey,Nets,NJN,5.0,128,David Benoit,1610612751.0,New Jersey,Nets,NJN,0.0,0,,,,,,0
0020800169,5,1,8,1,8:20 PM,11:03,,,Brown Slam Dunk (2 PTS) (Iverson 1 AST),5 - 0,-5,5.0,2198,Kwame Brown,1610612765.0,Detroit,Pistons,DET,5.0,947,Allen Iverson,1610612765.0,Detroit,Pistons,DET,0.0,0,,,,,,0
0021500320,159,2,1,2,7:49 PM,6:47,,,MISS Wade 17' Jump Shot,,,5.0,2548,Dwyane Wade,1610612748.0,Miami,Heat,MIA,0.0,0,,,,,,0.0,0,,,,,,1
