game_id,foul_team,team_foul_count
20400619,ATL,13
20400644,DAL,21
20400648,HOU,27
20400680,WAS,23
20400761,UTA,38
20400814,CHA,23
20400888,NYK,31
20400914,MIA,20
20400917,NOH,30
20400952,CHA,19
20400968,GSW,26
20400998,CHI,23
20300270,,1
20300419,,2
20300680,,1
20300989,,1
20400110,,1
20400153,,1
20400451,,1
20400890,,1
20300233,SAC,17
20300244,WAS,14
20300330,UTA,21
20300351,GSW,15
20300368,LAC,15
20300361,GSW,16
20300405,CHI,14
20300445,DEN,22
20300450,HOU,24
20300475,SAC,16
20300534,ATL,30
20300547,DET,22
20300587,MEM,24
20300592,BOS,16
20300630,PHX,22
20300679,SAC,25
20300673,PHX,17
20300691,SEA,20
20300731,MIN,20
20300735,TOR,26
20300750,PHI,22
20300791,PHX,25
20300849,ATL,20
20300855,TOR,22
20300866,SAS,25
20300865,CLE,19
20300954,PHX,25
20300953,HOU,23
20300995,LAL,30
20300987,CHI,17
20301016,DEN,26
20301015,NYK,28
20301043,PHX,19
20301099,SAS,20
20301106,TOR,18
20300501,MEM,32
20301122,SAC,21
20301135,SAC,21
20301146,MIN,25
20301161,BOS,22
20301172,TOR,20
40300133,NOH,20
20400013,PHX,26
20400040,UTA,25
20400039,DAL,25
20400060,NJN,42
20400094,SEA,26
20400125,DEN,26
20400141,CLE,17
20400168,MIL,22
20400183,NJN,33
20400180,NOH,24
20400173,PHI,28
20400178,SAS,24
20400201,CLE,24
20400227,PHI,24
20400229,MIA,18
20400283,MIL,25
20400316,BOS,20
20400317,TOR,12
20400320,NYK,20
20400349,NJN,25
20400460,CHI,22
20400468,MIL,33
20400487,GSW,13
20400504,SEA,27
20400562,CHA,25
20400609,DEN,23
20400688,GSW,20
20400764,NJN,18
20400815,IND,26
20400825,ORL,24
20400819,LAL,25
20400862,SAS,23
20400917,MIL,21
20400977,TOR,17
20401017,HOU,23
20401013,TOR,19
20300281,,2
20300862,,2
40300202,,2
20400882,,2
20300205,CHI,19
20300205,SAS,17
20300345,SEA,20
20300437,PHX,27
20300465,GSW,15
20300480,CHI,19
20300508,BOS,28
20300589,PHX,21
20300585,LAC,20
20300671,LAC,21
20300720,DEN,26
20300753,SAC,21
20300756,LAL,18
20300802,NYK,27
20300839,NOH,22
20300857,HOU,26
20300888,TOR,16
20300904,HOU,22
20300960,SAC,18
20300962,DEN,25
20300994,PHX,17
20301002,PHX,24
20301019,DET,20
20301040,NYK,21
20301071,GSW,14
20301095,PHX,24
20301145,MEM,32
40300154,HOU,29
40300226,SAC,23
20400106,WAS,35
20400225,ORL,17
20400248,NJN,26
20400306,BOS,38
20400349,TOR,28
20400377,LAL,18
20400423,PHI,25
20400452,SAS,21
20400534,IND,30
20400612,IND,20
20400617,PHX,20
20400629,WAS,24
20400646,UTA,22
20400712,MIN,26
20400759,MIL,22
20400805,CLE,19
20400809,BOS,35
20400816,SAC,20
20400848,NOH,21
20400908,BOS,31
20400943,TOR,21
20400946,WAS,19
20300804,,2
20400383,,1
20400857,,1
20300213,TOR,22
20300231,LAC,27
20300277,DET,17
20300417,DET,15
20300465,DET,21
20300514,PHX,26
20300598,PHI,21
20300608,PHI,19
20300627,BOS,30
20300633,MEM,25
20300644,CHI,20
20300724,ATL,28
20300750,WAS,22
20300790,MIN,22
20300845,SAC,21
20300850,PHI,23
20301000,CHI,21
20301056,MEM,14
20301105,NOH,17
20301176,BOS,28
40300215,DET,42
40300216,DET,23
20400038,SAC,21
20400053,LAL,31
20400064,CHA,27
20400103,SAS,16
20400134,MIN,17
20400137,PHX,22
20400146,SAS,13
20400171,POR,26
20400269,CHI,27
20400270,SAS,30
20400281,CHI,21
20400362,DAL,19
20400388,TOR,22
20400391,SAC,18
20400434,DET,16
20400447,PHI,23
20400454,SAC,22
20400481,WAS,21
20400494,MIN,23
20400501,IND,25
20400557,DAL,28
20400736,DEN,20
20400763,DEN,26
20400775,NJN,22
20400863,POR,20
20400863,IND,18
20400889,MIL,15
20400913,CHI,29
20400916,GSW,16
20400973,NOH,25
20401025,PHX,30
20300327,,1
20300377,,1
20300889,,1
20400223,,1
20400237,,1
20400609,,1
20400682,,1
20400897,,1
20300285,ORL,12
20300290,IND,17
20300307,HOU,24
20300315,SEA,22
20300330,PHI,26
20300328,TOR,21
20300540,SAC,14
20300580,CHI,24
20300636,HOU,23
20300685,ATL,20
20300719,SEA,16
20300730,IND,19
20300745,IND,15
20300751,ORL,18
20300759,CHI,25
20300774,SAS,14
20300819,MIL,23
20300852,GSW,26
20301017,HOU,23
20301068,HOU,18
20301137,CLE,28
40300132,MIA,24
40300142,DEN,21
40300173,DAL,27
20400015,SEA,27
20400107,ORL,20
20400119,NYK,17
20400142,POR,20
20400191,DET,25
20400278,NJN,24
20400280,ATL,30
20400293,SEA,28
20400295,NYK,29
20400409,IND,23
20400426,HOU,25
20400496,SAS,25
20400497,CLE,23
20400564,MIA,23
20400602,MIN,24
20400635,HOU,25
20400707,NYK,36
20400770,TOR,24
20400929,PHX,19
20400939,NYK,25
20400988,NOH,29
20401015,PHX,19
20300621,,1
20300685,,1
20300891,,1
20301098,,1
20400040,,1
20400838,,1
20300215,PHI,19
20300228,MIN,25
20300253,POR,21
20300348,CLE,13
20300476,LAL,24
20300477,BOS,18
20300494,TOR,15
20300518,NYK,17
20300533,HOU,20
20300578,DEN,22
20300597,CHI,19
20300659,SAS,17
20300690,HOU,20
20300703,CLE,32
20300746,DAL,18
20300775,DAL,18
20300799,DAL,14
20300824,MIL,26
20300863,ORL,22
20300899,CLE,24
20300999,MEM,22
20301045,CHI,33
20301112,NJN,24
20301114,LAC,24
20301136,WAS,14
20301154,UTA,21
40300172,SAC,21
40300113,NJN,27
40300232,SAS,25
20400031,ORL,36
20400045,GSW,29
20400062,IND,23
20400070,HOU,26
20400194,BOS,28
20400210,POR,23
20400266,TOR,27
20400277,NYK,23
20400288,IND,22
20400317,MIN,19
20400445,DET,21
20400461,DAL,24
20400500,MIL,17
20400519,TOR,21
20400623,GSW,19
20400624,IND,24
20400650,MIN,14
20400659,WAS,28
20400685,HOU,24
20400721,CHA,17
20400717,LAC,22
20400735,NJN,36
20400742,ORL,31
20400757,PHI,16
20400846,GSW,11
20400870,CHI,29
20400906,ORL,27
20400916,ATL,13
20401025,ORL,23
20300723,,1
20300782,,1
20301042,,1
20400259,,3
20400596,,1
20300228,DAL,18
20300253,IND,26
20300283,SAC,21
20300281,POR,22
20300328,MIA,25
20300371,NYK,26
20300387,CHI,23
20300415,SAC,24
20300409,IND,24
20300406,NOH,16
20300448,GSW,16
20300475,SEA,20
20300492,BOS,20
20300510,DAL,16
20300539,DEN,21
20300537,DET,19
20300657,ORL,16
20300661,WAS,25
20300705,HOU,21
20300709,SEA,21
20300755,MEM,31
20300839,IND,20
20300872,LAC,21
20300947,PHX,32
20300973,MEM,18
20300972,MIL,14
20300986,ATL,22
20301014,IND,19
20301024,SAC,22
20301027,NYK,28
20301026,ORL,22
20301107,HOU,20
20301135,MIN,20
40300121,MIL,28
40300144,MIN,22
40300212,DET,23
40300206,IND,20
20400028,GSW,24
20400115,LAC,23
20400124,DAL,16
20400182,LAC,28
20400175,MIA,29
20400206,MEM,19
20400228,DET,24
20400263,MIN,16
20400327,CHI,19
20400373,MIL,19
20400389,LAC,17
20400392,CHA,22
20400440,BOS,24
20400508,MIN,22
20400530,CHI,25
20400531,PHX,22
20400554,GSW,22
20400584,ATL,18
20400602,DET,27
20400642,MEM,23
20400704,PHI,24
20400721,IND,20
20400789,BOS,32
20400797,UTA,24
20400797,DAL,35
20400813,MIA,20
20400891,SAS,23
20400892,UTA,23
20400928,IND,27
20401005,GSW,32
20401018,SAS,21
20300191,,1
20300302,,1
20300544,,1
20300546,,2
20300796,,1
20301013,,2
40300211,,1
20400312,MIN,15
20400799,,1
20400879,,2
20300239,PHX,21
20300261,NJN,19
20300310,WAS,16
20300350,NJN,32
20300366,DET,19
20300397,MEM,35
20300418,MIA,22
20300463,SAS,23
20300477,DET,20
20300484,SEA,19
20300482,DEN,21
20300601,SAS,18
20300615,MEM,30
20300680,CLE,23
20300705,MIL,19
20300894,SEA,26
20300887,ORL,23
20300936,NOH,26
20301013,PHI,14
20301029,TOR,22
20301084,SAC,21
20301090,GSW,25
20301121,LAL,17
20301138,NOH,23
20301158,PHX,26
20301188,SEA,23
40300102,IND,29
20400001,DET,24
20400012,SAC,21
20400005,ORL,24
20400055,CHI,21
20400053,NOH,32
20400101,MIA,24
20400177,MEM,25
20400255,GSW,26
20400250,SAS,19
20400334,NJN,23
20400354,UTA,33
20400361,CLE,16
20400371,ATL,25
20400416,TOR,30
20400489,PHX,19
20400658,NYK,15
20400670,PHI,22
20400816,PHI,21
20400873,DET,21
20400942,SAC,20
20400971,UTA,26
20300652,,1
20300931,,3
20400332,,1
20300219,PHX,20
20300240,LAC,29
20300246,BOS,15
20300267,UTA,17
20300278,GSW,14
20300289,CLE,24
20300327,PHX,24
20300342,SAC,31
20300410,ORL,21
20300434,CHI,21
20300522,UTA,29
20300533,WAS,18
20300546,WAS,19
20300552,MIL,20
20300576,SAS,21
20300586,NOH,22
20300610,NJN,13
20300736,DEN,21
20300761,TOR,19
20300799,HOU,22
20300795,NOH,21
20300810,SEA,19
20300817,NJN,27
20300859,MIN,18
20300872,SAC,18
20300491,MEM,20
20300906,LAL,17
20300907,ORL,18
20300926,BOS,32
20300926,LAL,29
20300951,GSW,22
20300964,HOU,29
20300985,MIN,30
20301061,LAC,19
20301096,CHI,32
40300141,MIN,19
40300136,NOH,27
40300234,LAL,22
40300312,LAL,19
20400016,POR,16
20400044,LAL,19
20400069,MIA,25
20400104,SAC,18
20400111,PHX,10
20400120,SEA,22
20400123,IND,23
20400135,MEM,27
20400147,DAL,20
20400221,MIN,20
20400242,MIA,32
20400289,MEM,19
20400436,HOU,26
20400446,LAC,27
20400575,NJN,30
20400634,MIL,21
20400627,NYK,24
20400648,MIA,21
20400684,LAC,19
20400691,IND,17
20400697,SAC,18
20400710,TOR,15
20400741,DAL,25
20400766,WAS,15
20400771,DET,22
20400801,PHI,22
20400822,HOU,21
20400833,UTA,25
20400845,LAL,26
20400879,PHX,21
20400890,MIN,24
20400931,BOS,28
20400955,POR,29
20400986,NYK,22
20400997,SEA,23
20300502,,1
20300893,,1
20301160,,2
20400229,,1
20400834,,1
20300318,DAL,30
20300373,IND,25
20300384,SAC,15
20300432,NJN,14
20300455,CLE,18
20300512,MIA,21
20300524,POR,14
20300557,BOS,25
20300566,MIN,20
20300600,MEM,25
20300607,GSW,23
20300710,LAC,29
20300732,NYK,26
20300757,MIN,18
20300770,DEN,18
20300782,SEA,26
20300807,DET,23
20300804,IND,32
20300812,NOH,19
20300856,MIL,24
20300898,CHI,25
20300914,ATL,33
20300951,NOH,18
20300960,SAS,17
20301028,DAL,26
20301076,BOS,17
20301149,DET,15
40300221,MIN,26
20400021,PHI,25
20400120,TOR,26
20400137,LAC,30
20400233,CHA,21
20400270,SEA,29
20400308,NOH,26
20400328,SAC,17
20400364,WAS,17
20400363,BOS,21
20400453,GSW,20
20400456,SEA,20
20400476,POR,22
20400483,SAC,28
20400518,CLE,25
20400598,SEA,36
20400606,CHA,25
20400626,SAC,26
20400636,POR,18
20400672,ATL,18
20400701,MIN,23
20400740,SEA,22
20400790,MEM,26
20400812,SEA,24
20400893,SAC,15
20400941,DAL,27
20400966,CHA,22
20400970,PHI,23
20300284,,1
20301076,,2
20401001,,1
20300190,DET,23
20300262,MIA,28
20300326,POR,22
20300400,GSW,22
20300416,MIN,22
20300422,MIN,24
20300445,TOR,21
20300479,MIA,21
20300503,NYK,22
20300528,LAC,25
20300703,LAL,22
20300798,LAC,33
20300838,CLE,22
20300877,NYK,25
20300956,DET,20
20300985,SAS,23
20301018,PHX,25
20301076,POR,17
20301088,HOU,28
20301100,SEA,21
20301102,CLE,25
20301123,GSW,23
20301131,POR,12
20301146,GSW,24
20301159,DAL,21
20301170,POR,24
40300142,MIN,27
40300135,MIA,26
20400012,SAS,22
20400035,CHI,32
20400031,CHA,30
20400042,TOR,20
20400075,NYK,30
20400249,PHI,28
20400273,HOU,24
20400283,IND,31
20400280,DET,18
20400293,BOS,26
20400294,LAC,21
20400305,ORL,26
20400381,DET,20
20400385,CHI,24
20400417,SEA,24
20400419,DET,21
20400502,PHX,19
20400543,SEA,29
20400543,CLE,32
20400547,ATL,24
20400570,DAL,22
20400642,ATL,20
20400655,ORL,20
20400657,SAS,19
20400856,NYK,22
20400936,HOU,21
20400995,HOU,31
20401004,MIL,26
20401014,CHI,23
20401036,WAS,30
20300258,,3
20300391,,1
20301095,,1
20400406,,1
20400509,,1
20400548,,1
20400575,,2
20401008,,1
20300216,MIN,22
20300217,DEN,29
20300229,BOS,25
20300305,LAC,21
20300337,LAC,22
20300343,ORL,15
20300353,DAL,21
20300362,TOR,23
20300443,SEA,27
20300448,NJN,14
20300485,CLE,18
20300549,PHI,27
20300618,PHX,23
20300650,MIL,22
20300681,LAL,30
20300710,WAS,29
20300778,NOH,19
20300775,CLE,16
20300862,DET,17
20300896,SAC,23
20300934,UTA,26
20300974,LAC,19
20300990,IND,20
20300990,SAC,21
20301005,MIN,25
20301031,POR,20
20301049,CHI,27
20301098,HOU,22
20301119,IND,21
20301133,NJN,25
20301180,NJN,23
40300114,NYK,36
40300405,LAL,28
20400020,DET,18
20400043,SEA,26
20400056,MEM,26
20400080,DAL,26
20400103,NYK,26
20400152,BOS,29
20400159,GSW,32
20400151,DET,25
20400165,SEA,27
20400172,BOS,19
20400178,DEN,16
20400241,UTA,22
20400244,GSW,22
20400274,SEA,32
20400296,TOR,25
20400307,PHI,27
20400310,ATL,35
20400413,MEM,29
20400426,MIL,23
20400422,CHA,23
20400439,DEN,27
20400537,SAS,25
20400552,MEM,24
20400640,NYK,17
20400678,LAC,21
20400702,HOU,18
20400715,SAC,23
20400717,BOS,24
20400719,PHI,19
20400784,TOR,22
20400802,SAC,16
20400884,POR,25
20400919,POR,23
20400927,DET,17
20400931,CHA,22
20400958,NYK,21
20400994,LAL,28
20401012,SEA,20
20400779,,1
20401028,,2
20300217,DAL,28
20300241,PHI,25
20300274,NOH,19
20300295,GSW,22
20300315,DET,19
20300379,POR,17
20300388,DEN,20
20300521,SAS,18
20300545,NYK,28
20300550,LAL,16
20300591,DET,22
20300631,HOU,22
20300654,UTA,18
20300670,NJN,21
20300675,MIA,19
20300686,NOH,16
20300698,BOS,21
20300736,SAC,14
20300779,LAC,22
20300809,ATL,30
20300825,TOR,18
20300933,LAC,26
20301134,DAL,19
20301141,NJN,19
40300104,BOS,21
40300213,DET,24
20400029,ATL,27
20400052,MIA,21
20400108,ATL,28
20400180,PHX,22
20400190,SAS,23
20400205,MIL,25
20400218,PHX,13
20400221,GSW,23
20400213,TOR,27
20400302,MIA,24
20400336,MIN,28
20400347,GSW,20
20400496,UTA,29
20400509,PHI,17
20400513,PHX,16
20400556,IND,24
20400604,POR,28
20400634,DEN,23
20400628,CHA,27
20400731,WAS,21
20400767,LAL,29
20400834,GSW,24
20400835,CHA,19
20400881,PHI,27
20400890,CHA,23
20400952,DEN,18
20401012,POR,27
20301099,,1
20301173,,1
20300206,HOU,24
20300210,LAC,32
20300268,NYK,17
20300261,MIL,12
20300290,WAS,19
20300308,PHX,23
20300344,DEN,21
20300355,DEN,18
20300439,WAS,15
20300466,IND,33
20300487,LAC,26
20300621,IND,27
20300632,ATL,30
20300672,ATL,21
20300689,UTA,28
20300764,MIA,17
20300812,CLE,21
20300821,HOU,20
20300843,HOU,16
20300912,DEN,27
20300935,MIN,13
20300940,CHI,13
20300979,NOH,16
20301004,NJN,20
20301010,SAC,13
20301017,POR,19
20301115,CLE,18
40300172,DAL,20
40300216,NJN,23
20400066,GSW,25
20400060,PHI,33
20400071,DEN,28
20400107,UTA,27
20400130,ATL,28
20400155,MIN,24
20400174,ATL,35
20400214,NYK,23
20400256,CLE,28
20400302,WAS,27
20400428,MIA,20
20400479,DEN,27
20400499,NOH,20
20400512,LAL,18
20400516,HOU,23
20400516,NJN,27
20400560,CHI,27
20400585,ORL,26
20400597,SAC,20
20400687,CHA,29
20400711,BOS,29
20400759,DET,16
20400831,LAL,24
20400860,NOH,27
20400857,CHA,18
20400895,LAC,18
20400893,MEM,22
20400934,MEM,16
20400941,MIN,28
20400940,SEA,35
20400983,GSW,23
20300847,,1
40300314,,1
20400677,,1
20400820,,1
20400902,,1
20400922,,1
20300266,DEN,19
20300264,HOU,15
20300299,BOS,20
20300377,DEN,30
20300389,CLE,15
20300462,SEA,25
20300509,SAS,23
20300546,NJN,22
20300678,CHI,20
20300727,DET,28
20300754,NOH,19
20300767,DAL,25
20300768,TOR,17
20300790,DET,22
20300890,NOH,20
20300918,TOR,27
20301010,HOU,23
20301012,MIL,21
20301021,MEM,29
20301057,DAL,19
20301077,NJN,29
20301129,SAS,19
20301163,IND,16
20400052,WAS,24
20400082,CHA,27
20400091,DAL,23
20400133,IND,20
20400144,MIL,24
20400138,SEA,25
20400246,BOS,19
20400275,BOS,17
20400311,SAC,23
20400345,PHI,29
20400451,PHX,19
20400465,WAS,21
20400514,LAC,24
20400564,ATL,30
20400601,MIA,15
20400691,ATL,28
20400786,CHI,24
20400828,GSW,24
20400859,TOR,26
20400891,NJN,28
20400898,DET,18
20400926,NJN,18
20400945,CHI,21
20400969,ORL,22
20400982,DEN,26
20401024,ATL,30
20401029,CLE,22
20401031,MIL,29
20300970,,1
20301001,,1
20400610,,1
20400671,,1
20300222,LAL,24
20300263,SAS,26
20300324,IND,21
20300496,DET,20
20300523,SEA,27
20300526,BOS,22
20300573,CLE,32
20300594,UTA,25
20300642,ATL,26
20300694,CLE,24
20300698,LAC,11
20300738,DAL,26
20300813,MIA,22
20300841,GSW,16
20300896,MIA,22
20300916,UTA,30
20300914,CLE,27
20300938,PHI,29
20300965,GSW,22
20300991,SEA,18
20301085,NOH,32
20301103,CHI,24
20301108,BOS,26
20301188,LAC,19
40300224,MIN,24
40300302,IND,30
20400049,POR,19
20400066,SAS,19
20400059,BOS,24
20400076,MEM,29
20400136,TOR,27
20400189,DEN,18
20400243,MIN,32
20400422,SEA,18
20400436,UTA,29
20400468,TOR,32
20400484,BOS,21
20400509,CHI,21
20400542,NOH,23
20400544,CHI,18
20400599,WAS,21
20400635,SAC,22
20400799,LAL,27
20400819,TOR,17
20400829,LAC,19
20400967,LAC,31
20401041,NOH,26
20300234,,1
20300486,,1
20300598,,2
20301014,,1
40300174,,1
20400672,,1
20400876,,1
20300275,WAS,33
20300298,NYK,30
20300372,NOH,21
20300383,UTA,30
20300435,SEA,22
20300442,CHI,25
20300503,HOU,22
20300542,POR,27
20300537,CHI,26
20300576,BOS,21
20300610,MIA,23
20300776,ATL,23
20300792,SAC,14
20300833,UTA,28
20300861,SAC,18
20300977,POR,17
20301094,MIN,18
20301123,HOU,23
20301163,PHI,20
20301180,MIA,19
40300151,HOU,22
40300173,SAC,23
40300134,MIA,24
40300301,IND,19
20400007,BOS,28
20400020,TOR,21
20400093,MIL,29
20400192,TOR,28
20400213,ORL,29
20400278,NOH,21
20400297,WAS,24
20400321,MEM,18
20400336,LAC,31
20400450,NYK,25
20400473,MEM,23
20400487,TOR,21
20400545,MIL,27
20400578,CHI,31
20400618,NOH,24
20400677,CLE,24
20400703,WAS,18
20400753,IND,19
20400755,HOU,23
20400755,POR,24
20400788,ATL,25
20400817,DAL,25
20400832,DAL,20
20400859,MEM,20
20400885,LAC,30
20400913,SEA,30
20400928,CLE,28
20400925,NYK,26
20400999,PHX,23
20401028,IND,27
20300353,,1
20301175,,1
40300164,,1
20400467,,1
20401060,UTA,32
20401062,HOU,19
20401120,CLE,23
20401131,NJN,25
20401135,TOR,25
20401146,TOR,27
20401228,POR,24
20401222,WAS,20
40400161,SAC,22
40400212,IND,17
40400216,DET,16
40400304,DET,29
20500017,GSW,23
20500004,WAS,22
20500019,LAL,30
20500048,MIA,21
20500109,PHI,25
20500202,ATL,26
20500209,LAC,35
20500242,UTA,26
20500277,PHX,16
20500286,LAL,21
20500313,MIA,24
20500369,CHI,25
20500381,TOR,23
20500456,PHI,11
20500451,MIA,26
20500458,GSW,23
20500471,PHI,21
20500577,SAC,29
20500581,MIL,25
20500590,POR,29
20500609,NOK,20
20500659,CHI,29
20500720,HOU,15
20500717,MIL,24
20500737,GSW,24
20500754,TOR,23
20500802,LAL,23
20500832,PHX,18
20500901,CHI,25
20500910,TOR,19
20500911,CLE,18
20500939,NJN,22
20500996,NOK,20
20600051,POR,30
20600087,MIL,23
20600092,CHA,31
20600150,PHX,23
20600192,BOS,20
20600230,DAL,26
20600233,IND,23
20600269,ATL,25
20600284,LAL,17
20600322,MIN,15
20600430,WAS,25
20600464,SEA,30
20600504,DAL,21
20600089,,1
20401078,POR,20
20401123,IND,26
20401176,DET,16
40400154,DEN,38
40400126,BOS,29
20500021,CHA,25
20500040,UTA,21
20500055,DET,17
20500092,CLE,25
20500118,DAL,29
20500154,PHX,18
20500178,GSW,24
20500171,BOS,29
20500214,PHX,21
20500263,SAS,25
20500266,LAC,26
20500268,WAS,16
20500288,BOS,30
20500327,NJN,26
20500340,SAS,20
20500343,NJN,23
20500377,IND,28
20500466,SAS,20
20500495,SAC,14
20500608,MIL,25
20500622,NYK,28
20500658,LAL,20
20500663,NJN,23
20500681,SEA,16
20500812,POR,20
20500844,CLE,17
20500876,WAS,26
20500887,UTA,26
20500890,ATL,24
20500927,IND,19
20501065,IND,15
20501174,NYK,26
20501220,NJN,24
20501223,SAS,19
20600015,GSW,31
20600194,GSW,16
20600242,LAL,23
20600265,NYK,18
20600277,PHX,20
20600312,SAC,29
20600364,PHI,22
20600383,IND,21
20600407,SAS,17
20600423,PHI,18
20600477,IND,22
20600516,WAS,25
20500088,,1
20500424,,1
20501055,,1
20600286,,1
20401055,ORL,20
20401053,ATL,35
20401067,TOR,23
20401109,CHI,22
20401107,TOR,20
40400151,SAS,23
40400173,DAL,29
40400125,BOS,21
20500003,DAL,30
20500044,PHX,27
20500085,DAL,23
20500191,IND,23
20500236,PHI,16
20500282,DEN,34
20500332,WAS,27
20500370,DAL,25
20500391,MIN,20
20500418,MIN,22
20500502,WAS,22
20500557,DAL,18
20500569,MIA,30
20500633,PHI,19
20500648,CHA,24
20500654,POR,24
20500676,TOR,26
20500732,MIN,32
20500791,PHI,24
20500803,ORL,28
20500836,POR,24
20500857,WAS,22
20500939,HOU,19
20500977,POR,30
20500999,GSW,25
20501007,DET,13
20501057,DAL,22
20501097,CLE,24
20501127,MIN,24
20501138,UTA,28
20501149,WAS,22
20501185,POR,26
20501193,POR,27
20501194,MIA,25
20501211,GSW,16
20501204,CHI,33
20600010,MEM,33
20600019,PHI,29
20600047,MIL,22
20600057,MIN,26
20600066,POR,25
20600083,CLE,24
20600138,DEN,25
20600167,UTA,25
20600284,ATL,22
20600355,WAS,26
20600366,NOK,28
20600442,ORL,18
20600476,NOK,21
20500317,,1
20500409,,1
20500689,,1
20600301,,1
20401061,PHX,20
20401065,MIN,19
20401175,MIA,25
20401195,MIN,16
40400221,DAL,22
40400232,SAS,26
40400233,SEA,33
20500005,IND,20
20500123,PHI,20
20500234,HOU,14
20500271,DEN,27
20500284,TOR,23
20500374,LAC,26
20500461,ORL,33
20500570,MIN,25
20500566,ATL,35
20500722,DEN,25
20500748,HOU,25
20500776,GSW,18
20500625,UTA,24
20500849,DET,14
20500892,IND,27
20500940,MIN,25
20500948,SAC,18
20501015,UTA,28
20501034,MIN,31
20501087,DAL,25
20501106,SEA,20
20501173,GSW,23
20501221,PHI,22
20600020,NOK,23
20600067,LAC,18
20600063,MIL,19
20600112,WAS,24
20600176,IND,24
20600200,PHI,29
20600239,HOU,18
20600273,MIA,25
20600275,DET,26
20600297,SAC,25
20600327,SAS,19
20600452,NYK,23
20600470,MIA,16
20500592,,1
20501092,,1
20401052,DAL,23
20401093,HOU,14
20401084,WAS,19
20401102,UTA,20
20401154,PHX,19
20401192,CHA,25
40400141,MEM,17
40400142,PHX,17
40400236,SAS,22
20500002,DEN,19
20500046,CLE,22
20500172,DAL,17
20500193,TOR,18
20500287,CLE,29
20500311,NYK,29
20500319,CLE,23
20500329,PHX,13
20500349,SAC,30
20500373,UTA,35
20500491,ATL,26
20500500,CHA,28
20500551,DET,19
20500574,DAL,20
20500612,UTA,16
20500643,BOS,23
20500728,NJN,16
20500746,BOS,23
20500799,CHA,16
20500857,PHI,24
20500910,DEN,21
20500987,NYK,28
20500995,IND,23
20501024,DEN,23
20501062,DEN,32
20501074,WAS,21
20501105,SAS,23
20501114,GSW,26
20501136,DAL,17
20501221,CHA,19
20600098,NJN,26
20600137,MEM,24
20600168,NJN,24
20600197,POR,23
20600250,SAS,18
20600251,CHI,28
20600256,DET,22
20600270,LAL,19
20600389,DEN,21
20600408,CHI,20
20600469,BOS,23
20600496,SAC,29
20600511,LAL,33
40400103,,1
20500283,,1
20500481,,2
20600535,,1
20401061,PHI,22
20401088,BOS,23
20401136,DAL,31
20401145,SAS,26
20401153,SEA,26
20401197,BOS,27
40400132,CHI,27
40400144,MEM,35
20500087,MIL,33
20500225,PHX,22
20500254,ATL,32
20500270,CHA,25
20500291,WAS,34
20500292,LAC,29
20500315,LAC,24
20500312,DET,13
20500334,IND,30
20500352,CLE,24
20500356,SAS,30
20500378,CHI,25
20500394,POR,17
20500415,NOK,20
20500433,LAC,18
20500470,PHX,17
20500490,LAL,31
20500498,PHX,29
20500546,MIL,25
20500547,LAL,31
20500638,NJN,26
20500703,UTA,30
20500749,ATL,22
20500792,ATL,22
20500901,DET,18
20500905,MIN,24
20500916,SAS,21
20501091,NJN,21
20501095,TOR,34
20501096,WAS,24
20501134,WAS,23
20501152,CLE,29
20501157,MEM,20
20600017,DEN,30
20600029,SEA,30
20600034,DET,30
20600159,BOS,24
20600174,MIA,25
20600207,NYK,28
20600272,DAL,17
20600274,CHA,20
20600305,NOK,14
20600326,CHA,18
20600354,DET,19
20600369,CLE,29
20600424,NOK,22
20600439,PHI,20
20600434,DET,23
20600451,ATL,25
20600456,LAL,21
20600520,DET,24
20600517,ATL,24
20500836,,1
20600263,,1
20600397,,1
20600413,,1
20600474,,1
20401128,SAC,25
20401158,PHX,15
20401156,NYK,25
20401213,TOR,26
40400155,SAS,24
40400135,CHI,27
40400407,SAS,20
20500044,SAC,18
20500069,HOU,25
20500080,DET,24
20500194,BOS,24
20500206,TOR,24
20500243,SEA,21
20500384,DAL,21
20500372,ORL,29
20500476,CLE,18
20500500,TOR,23
20500506,SAC,16
20500518,SAC,20
20500609,SAS,25
20500767,BOS,33
20500805,CLE,19
20500855,CHI,24
20500867,TOR,27
20500898,PHI,19
20500943,MIA,20
20500942,CHA,29
20500966,BOS,27
20501027,WAS,30
20501067,TOR,25
20501075,DEN,23
20501077,GSW,21
20501111,ORL,29
20501133,CLE,25
20501219,MIA,23
20600128,SEA,28
20600123,DET,18
20600150,GSW,19
20600157,LAC,35
20600167,SAC,22
20600186,ATL,25
20600193,POR,23
20600197,PHX,20
20600219,SEA,25
20600215,BOS,20
20600251,BOS,29
20600263,ORL,19
20600283,DEN,31
20600317,CLE,18
20600336,CHI,27
20600428,SEA,26
20600485,MIN,19
20600487,HOU,26
20600499,MIN,16
20600518,IND,20
20600521,MIL,19
20401063,,1
20501037,,1
20600241,,1
20600418,,1
20401117,DAL,27
20401211,DET,18
20401215,DAL,20
40400173,HOU,27
40400176,DAL,24
20500030,MIN,28
20500036,MEM,24
20500046,TOR,21
20500052,GSW,19
20500058,CLE,16
20500105,DAL,23
20500151,BOS,30
20500184,CHA,26
20500192,LAL,37
20500199,MIL,24
20500212,CHI,41
20500246,DAL,19
20500256,SAC,27
20500293,SAC,19
20500296,NYK,23
